,id,name,symbol,slug,tags,cmcRank,marketPairCount,circulatingSupply,totalSupply,maxSupply,isActive,lastUpdated,dateAdded,quotes,isAudited,auditInfoList,platform
454,4078,Super Zero Protocol,SERO,super-zero-protocol,['privacy'],455,16,325065122.0,631479035.0,647367590.0,1,2021-08-16T13:35:07.000Z,2019-07-19T00:00:00.000Z,"[{'name': 'USD', 'price': 0.20788645079594, 'volume24h': 1716166.83733272, 'marketCap': 67576634.49012923, 'percentChange1h': -0.67667057, 'percentChange24h': 1.88550002, 'percentChange7d': -0.01384959, 'lastUpdated': '2021-08-16T13:35:07.000Z', 'percentChange30d': 13.17173119, 'percentChange60d': -18.60214161, 'percentChange90d': -25.35294679, 'fullyDilluttedMarketCap': 134578950.65, 'marketCapByTotalSupply': 131275935.33819517, 'dominance': 0.0033, 'turnover': 0.02539586, 'ytdPriceChangePercentage': 99.6798}]",False,,
455,9212,CUMROCKET,CUMMIES,cumrocket,"['collectibles-nfts', 'memes', 'binance-smart-chain']",456,4,1334519633.6500316,1334519633.6500316,10000000000.0,1,2021-08-16T13:35:08.000Z,2021-04-13T00:00:00.000Z,"[{'name': 'USD', 'price': 0.05039945597893, 'volume24h': 2211921.59587962, 'marketCap': 67259063.52916256, 'percentChange1h': 2.73686081, 'percentChange24h': -3.62195217, 'percentChange7d': 148.69560702, 'lastUpdated': '2021-08-16T13:35:08.000Z', 'percentChange30d': 109.21442312, 'percentChange60d': -28.60993317, 'percentChange90d': -43.2562729, 'fullyDilluttedMarketCap': 503994559.79, 'marketCapByTotalSupply': 67259063.52916256, 'dominance': 0.0033, 'turnover': 0.0328866, 'ytdPriceChangePercentage': 0.0}]",False,,
456,7411,Covalent,CQT,covalent,"['ai-big-data', 'enterprise-solutions', 'defi', 'avalanche-ecosystem', 'fantom-ecosystem']",457,30,49665076.0,1000000000.0,1000000000.0,1,2021-08-16T13:36:03.000Z,2020-10-14T00:00:00.000Z,"[{'name': 'USD', 'price': 1.35631955550622, 'volume24h': 17159570.8047558, 'marketCap': 67361713.80450264, 'percentChange1h': 1.53900619, 'percentChange24h': -13.38928125, 'percentChange7d': 96.62658357, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 286.95156005, 'percentChange60d': 0.0, 'percentChange90d': 0.0, 'fullyDilluttedMarketCap': 1356319555.51, 'marketCapByTotalSupply': 1356319555.50622, 'dominance': 0.0033, 'turnover': 0.25473774, 'ytdPriceChangePercentage': 0.0}]",False,,
457,8329,PAID Network,PAID,paid-network,"['polkadot', 'polkadot-ecosystem', 'launchpad', 'polkastarter', 'exnetwork-capital-portfolio']",458,10,83070175.0,594717455.71,594717455.0,1,2021-08-16T13:36:03.000Z,2021-01-26T00:00:00.000Z,"[{'name': 'USD', 'price': 0.8058703295447, 'volume24h': 1453454.000839, 'marketCap': 66943789.3025859, 'percentChange1h': 5.09745027, 'percentChange24h': 33.41664912, 'percentChange7d': 53.29606999, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 234.04517558, 'percentChange60d': 16.39686601, 'percentChange90d': -46.20059401, 'fullyDilluttedMarketCap': 479265151.45, 'marketCapByTotalSupply': 479265152.0190032, 'dominance': 0.0033, 'turnover': 0.02171156, 'ytdPriceChangePercentage': 0.0}]",True,"[{'coinId': '8329', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2021-02-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=paidnetwork'}]",
458,4038,MovieBloc,MBL,moviebloc,"['media', 'content-creation', 'video']",459,16,6321613367.873598,30000000000.0,30000000000.0,1,2021-08-16T13:36:07.000Z,2019-06-21T00:00:00.000Z,"[{'name': 'USD', 'price': 0.01043503861351, 'volume24h': 25000212.84601001, 'marketCap': 65966279.59344199, 'percentChange1h': -0.21728053, 'percentChange24h': 3.55735255, 'percentChange7d': 13.19085051, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 73.88627831, 'percentChange60d': 50.08249586, 'percentChange90d': -3.80690898, 'fullyDilluttedMarketCap': 313051158.41, 'marketCapByTotalSupply': 313051158.4053, 'dominance': 0.0032, 'turnover': 0.37898473, 'ytdPriceChangePercentage': 557.3253}]",True,"[{'coinId': '4038', 'auditor': 'SlowMist', 'auditStatus': 2, 'reportUrl': 'https://www.slowmist.com/en/security-audit-certificate.html?id=c16a698d58003b458e1c8a5745c88b37636e38ff22534dfe158bae5650649fdc'}]","{'id': 2566, 'name': 'ONT', 'symbol': 'ONT', 'slug': 'ontology', 'token_address': 'e5a49d7fd57e7178e189d3965d1ee64368a1036d'}"
459,4036,Contentos,COS,contentos,"['media', 'content-creation', 'video']",460,19,3497696460.252106,9975686571.6,,1,2021-08-16T13:36:07.000Z,2019-06-20T00:00:00.000Z,"[{'name': 'USD', 'price': 0.01882081955764, 'volume24h': 11981911.76376869, 'marketCap': 65829513.945801035, 'percentChange1h': -1.43130851, 'percentChange24h': 5.10441233, 'percentChange7d': 20.83413868, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 58.95850408, 'percentChange60d': 12.26094039, 'percentChange90d': -16.54388993, 'fullyDilluttedMarketCap': 187750596.93, 'marketCapByTotalSupply': 187750596.927656, 'dominance': 0.0032, 'turnover': 0.18201428, 'ytdPriceChangePercentage': 155.7948}]",True,"[{'coinId': '4036', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2019-04-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=contentos'}]","{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'COS-2E4'}"
460,8387,Auto,AUTO,auto,"['defi', 'yield-farming', 'amm', 'binance-smart-chain', 'dex', 'yield-aggregator', 'heco-ecosystem', 'polygon-ecosystem']",461,21,53002.53352229,53002.53352229,80000.0,1,2021-08-16T13:36:03.000Z,2021-02-03T00:00:00.000Z,"[{'name': 'USD', 'price': 1245.6415529437602, 'volume24h': 6901229.59069257, 'marketCap': 66022158.16665903, 'percentChange1h': -0.10252661, 'percentChange24h': 5.91569194, 'percentChange7d': 34.8263289, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 51.39887834, 'percentChange60d': -5.00649846, 'percentChange90d': -48.92193335, 'fullyDilluttedMarketCap': 99651324.24, 'marketCapByTotalSupply': 66022158.16665903, 'dominance': 0.0033, 'tvl': 972918512.0770819, 'turnover': 0.10452899, 'ytdPriceChangePercentage': 0.0}]",True,"[{'coinId': '8387', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2021-03-27T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=autofarm'}, {'coinId': '8387', 'auditor': 'SlowMist', 'auditStatus': 2, 'reportUrl': 'https://www.slowmist.com/en/security-audit-certificate.html?id=2e21a4e44f7a5f4800c17b97e63459b6c3c441e9abeea3b132f506b6bfc2c59f'}]",
461,7497,Marlin,POND,marlin,['scaling'],462,34,736908424.429,3184000001.0,10000000000.0,1,2021-08-16T13:36:04.000Z,2020-12-22T00:00:00.000Z,"[{'name': 'USD', 'price': 0.08890026834518, 'volume24h': 9113120.91073668, 'marketCap': 65511356.677561894, 'percentChange1h': -1.51522384, 'percentChange24h': 3.64117951, 'percentChange7d': 16.78281565, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 53.182701, 'percentChange60d': -1.15165884, 'percentChange90d': -35.03039793, 'fullyDilluttedMarketCap': 889002683.45, 'marketCapByTotalSupply': 283058454.4999534, 'dominance': 0.0032, 'turnover': 0.1391075, 'ytdPriceChangePercentage': 263.4611}]",False,,
462,4660,Telos,TLOS,telos,"['medium-of-exchange', 'services', 'enterprise-solutions', 'zero-knowledge-proofs', 'smart-contracts', 'eos', 'binance-smart-chain']",463,7,270123443.8443,355208370.6674,,1,2021-08-16T13:36:05.000Z,2019-09-17T00:00:00.000Z,"[{'name': 'USD', 'price': 0.24129973565922, 'volume24h': 1166553.43250715, 'marketCap': 65180715.59498775, 'percentChange1h': 0.19503578, 'percentChange24h': 21.20256388, 'percentChange7d': 63.55137853, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 82.83887991, 'percentChange60d': 14.4528659, 'percentChange90d': -9.57243889, 'fullyDilluttedMarketCap': 85711685.95, 'marketCapByTotalSupply': 85711685.94598585, 'dominance': 0.0032, 'turnover': 0.01789722, 'ytdPriceChangePercentage': 1453.4731}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7825e833d495f3d1c28872415a4aee339d26ac88'}"
463,5893,Frontier,FRONT,frontier,"['platform', 'defi', 'staking', 'binance-smart-chain', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'alameda-research-portfolio', 'exnetwork-capital-portfolio']",464,52,46006250.0,100000000.0,100000000.0,1,2021-08-16T13:36:06.000Z,2020-09-15T00:00:00.000Z,"[{'name': 'USD', 'price': 1.40874160021266, 'volume24h': 42095902.02379429, 'marketCap': 64810918.24478369, 'percentChange1h': 0.70669175, 'percentChange24h': 16.25252312, 'percentChange7d': 37.2356565, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 147.86642779, 'percentChange60d': 78.2498987, 'percentChange90d': -30.22588936, 'fullyDilluttedMarketCap': 140874160.02, 'marketCapByTotalSupply': 140874160.021266, 'dominance': 0.0032, 'turnover': 0.64951868, 'ytdPriceChangePercentage': 404.3718}]",True,"[{'coinId': '5893', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2020-09-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=frontier'}, {'coinId': '5893', 'auditor': 'SlowMist', 'auditStatus': 2, 'reportUrl': 'https://www.slowmist.com/en/security-audit-certificate.html?id=252fcdc78f55d13c305d16a6714ba0daa10b8f500e180b67e3af59a5ef9c479e'}]","{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf8C3527CC04340b208C854E985240c02F7B7793f'}"
464,9938,OpenOcean,OOE,openocean,['binance-smart-chain'],465,28,78989285.0,1000000000.0,1000000000.0,1,2021-08-16T13:36:06.000Z,2021-05-19T00:00:00.000Z,"[{'name': 'USD', 'price': 0.81069477537988, 'volume24h': 11639878.56042352, 'marketCap': 64036200.66049232, 'percentChange1h': -1.6857459, 'percentChange24h': 13.18677256, 'percentChange7d': 87.51410507, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 269.14941968, 'percentChange60d': 0.0, 'percentChange90d': 0.0, 'fullyDilluttedMarketCap': 810694775.38, 'marketCapByTotalSupply': 810694775.37988, 'dominance': 0.0032, 'turnover': 0.18177029, 'ytdPriceChangePercentage': 0.0}]",True,"[{'coinId': '9938', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2021-03-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=openocean'}]",
465,5031,MimbleWimbleCoin,MWC,mimblewimblecoin,[],466,9,10765822.0569404,10765822.0569404,20000000.0,1,2021-08-16T13:36:07.000Z,2020-02-24T00:00:00.000Z,"[{'name': 'USD', 'price': 5.91531119656214, 'volume24h': 223305.36385642, 'marketCap': 63683187.7536152, 'percentChange1h': 0.25206684, 'percentChange24h': 5.16321772, 'percentChange7d': 1.15921437, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 55.03703208, 'percentChange60d': -12.83903865, 'percentChange90d': -25.2326002, 'fullyDilluttedMarketCap': 118306223.93, 'marketCapByTotalSupply': 63683187.7536152, 'dominance': 0.0031, 'turnover': 0.0035065, 'ytdPriceChangePercentage': -49.4149}]",False,,
466,2675,Dock,DOCK,dock,"['ai-big-data', 'smart-contracts', 'polkadot-ecosystem', 'governance']",467,35,690645623.13517,854858462.76017,1000000000.0,1,2021-08-16T13:36:05.000Z,2018-04-25T00:00:00.000Z,"[{'name': 'USD', 'price': 0.09130940167974, 'volume24h': 16044333.13168659, 'marketCap': 63062438.62120357, 'percentChange1h': -0.69052394, 'percentChange24h': 6.19558401, 'percentChange7d': 22.06260285, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 47.42305852, 'percentChange60d': -8.25016141, 'percentChange90d': 3.9314327, 'fullyDilluttedMarketCap': 91309401.68, 'marketCapByTotalSupply': 78056614.75549342, 'dominance': 0.0031, 'turnover': 0.2544198, 'ytdPriceChangePercentage': 421.284}]",False,,{}
467,3914,GlitzKoin,GTN,glitzkoin,[],468,14,247499427.9095996,998999327.9095997,,1,2021-08-16T13:36:06.000Z,2019-05-07T00:00:00.000Z,"[{'name': 'USD', 'price': 0.25291652214304, 'volume24h': 630315.30929307, 'marketCap': 62596694.53928798, 'percentChange1h': -1.40805118, 'percentChange24h': -0.14183355, 'percentChange7d': 0.39398348, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': -5.56319442, 'percentChange60d': 68.1019989, 'percentChange90d': 181.44347612, 'fullyDilluttedMarketCap': 252663435.64, 'marketCapByTotalSupply': 252663435.63813034, 'dominance': 0.0031, 'turnover': 0.01006947, 'ytdPriceChangePercentage': 0.0}]",False,,{}
468,5892,Anyswap,ANY,anyswap,"['decentralized-exchange', 'defi', 'amm', 'binance-smart-chain', 'avalanche-ecosystem', 'fantom-ecosystem']",469,18,18639320.216,100000000.0,100000000.0,1,2021-08-16T13:36:06.000Z,2020-08-17T00:00:00.000Z,"[{'name': 'USD', 'price': 3.34823291987742, 'volume24h': 4637191.22916438, 'marketCap': 62408785.551347904, 'percentChange1h': 1.15063445, 'percentChange24h': 19.58518709, 'percentChange7d': 38.90746672, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 151.71160258, 'percentChange60d': 54.7490271, 'percentChange90d': -34.63074186, 'fullyDilluttedMarketCap': 334823291.99, 'marketCapByTotalSupply': 334823291.987742, 'dominance': 0.0031, 'turnover': 0.0743035, 'ytdPriceChangePercentage': 1987.1871}]",True,"[{'coinId': '5892', 'auditor': 'SlowMist', 'auditStatus': 2, 'reportUrl': 'https://www.slowmist.com/en/security-audit-certificate.html?id=45fd1bfd9b4914605143daa9c6a29c96269460b204fd2eb25449333679be5e0a'}]","{'id': 3513, 'name': 'Fantom', 'symbol': 'FTM', 'slug': 'fantom', 'token_address': '0xddcb3ffd12750b45d32e084887fdf1aabab34239'}"
469,6953,Frax Share,FXS,frax-share,"['defi', 'seigniorage', 'avalanche-ecosystem', 'exnetwork-capital-portfolio']",470,32,16209404.69824367,99899045.23782395,,1,2021-08-16T13:36:06.000Z,2020-09-08T00:00:00.000Z,"[{'name': 'USD', 'price': 3.84543237173479, 'volume24h': 19909849.19391872, 'marketCap': 62332169.5531762, 'percentChange1h': -0.58158214, 'percentChange24h': 3.07104296, 'percentChange7d': 16.57337382, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 30.04999403, 'percentChange60d': 89.67508091, 'percentChange90d': -4.03009524, 'fullyDilluttedMarketCap': 384155022.46, 'marketCapByTotalSupply': 384155022.46292645, 'dominance': 0.0031, 'turnover': 0.31941531, 'ytdPriceChangePercentage': -39.905}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0'}"
470,2608,Mithril,MITH,mithril,"['media', 'content-creation', 'smart-contracts']",471,28,1000000000.0,1000000000.0,,1,2021-08-16T13:36:05.000Z,2018-03-24T00:00:00.000Z,"[{'name': 'USD', 'price': 0.06230925530907, 'volume24h': 25390381.27328354, 'marketCap': 62309255.30907, 'percentChange1h': 0.87991641, 'percentChange24h': 9.89611499, 'percentChange7d': 29.31227443, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 61.31325324, 'percentChange60d': 16.47703109, 'percentChange90d': -16.8245163, 'fullyDilluttedMarketCap': 62309255.31, 'marketCapByTotalSupply': 62309255.30907, 'dominance': 0.0031, 'turnover': 0.40748972, 'ytdPriceChangePercentage': 373.534}]",False,,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'MITH-C76'}"
471,7737,API3,API3,api3,"['defi', 'oracles', 'coinfund-portfolio', 'dcg-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'polygon-ecosystem', 'fantom-ecosystem']",472,35,13847549.0,100000000.0,100000000.0,1,2021-08-16T13:36:05.000Z,2020-11-21T00:00:00.000Z,"[{'name': 'USD', 'price': 4.47298714368167, 'volume24h': 7944341.73051299, 'marketCap': 61939908.64850196, 'percentChange1h': -0.31697262, 'percentChange24h': -1.64114312, 'percentChange7d': -8.09074934, 'lastUpdated': '2021-08-16T13:36:05.000Z', 'percentChange30d': 49.83438915, 'percentChange60d': 52.94516627, 'percentChange90d': -13.13924388, 'fullyDilluttedMarketCap': 447298714.37, 'marketCapByTotalSupply': 447298714.368167, 'dominance': 0.0031, 'turnover': 0.12825885, 'ytdPriceChangePercentage': 147.1721}]",True,"[{'coinId': '7737', 'auditor': 'Quantstamp', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2021-07-28', 'reportUrl': 'https://certificate.quantstamp.com/view/api-3'}]",
472,4092,Dusk Network,DUSK,dusk-network,"['marketplace', 'privacy', 'smart-contracts']",473,16,370663705.8763251,500000000.0,1000000000.0,1,2021-08-16T13:35:08.000Z,2019-07-11T00:00:00.000Z,"[{'name': 'USD', 'price': 0.16698785045443, 'volume24h': 42285973.57538653, 'marketCap': 61896335.4857606, 'percentChange1h': 1.08033152, 'percentChange24h': 12.21195828, 'percentChange7d': 25.71081856, 'lastUpdated': '2021-08-16T13:35:08.000Z', 'percentChange30d': 52.64478502, 'percentChange60d': 23.77740748, 'percentChange90d': -9.53879408, 'fullyDilluttedMarketCap': 166987850.45, 'marketCapByTotalSupply': 83493925.227215, 'dominance': 0.003, 'turnover': 0.6831741, 'ytdPriceChangePercentage': 280.5725}]",False,,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'DUSK-45E'}"
473,7672,Unifi Protocol DAO,UNFI,unifi-protocol-dao,"['defi', 'binance-smart-chain', 'binance-launchpool']",474,25,4359090.91,10000000.0,10000000.0,1,2021-08-16T13:36:04.000Z,2020-11-21T00:00:00.000Z,"[{'name': 'USD', 'price': 14.05422446739044, 'volume24h': 34724347.36925768, 'marketCap': 61263642.12290126, 'percentChange1h': -2.31950355, 'percentChange24h': 5.86962905, 'percentChange7d': 14.44393588, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 109.51842185, 'percentChange60d': 48.33325913, 'percentChange90d': -21.46254518, 'fullyDilluttedMarketCap': 140542244.67, 'marketCapByTotalSupply': 140542244.6739044, 'dominance': 0.003, 'turnover': 0.56680188, 'ytdPriceChangePercentage': 157.2607}]",False,,
474,10049,Manchester City Fan Token,CITY,manchester-city-fan-token,[],475,2,2678004.0,20000000.0,20000000.0,1,2021-08-16T13:36:06.000Z,2021-05-25T00:00:00.000Z,"[{'name': 'USD', 'price': 22.84738820159582, 'volume24h': 3910107.89027733, 'marketCap': 61185396.99342641, 'percentChange1h': -0.20166618, 'percentChange24h': -1.83799306, 'percentChange7d': 2.0454262, 'lastUpdated': '2021-08-16T13:36:06.000Z', 'percentChange30d': 84.71664736, 'percentChange60d': 71.58434127, 'percentChange90d': 0.0, 'fullyDilluttedMarketCap': 456947764.03, 'marketCapByTotalSupply': 456947764.0319164, 'dominance': 0.003, 'turnover': 0.0639059, 'ytdPriceChangePercentage': 0.0}]",False,,
475,7429,Liquity,LQTY,liquity,['defi'],476,20,8471196.71202193,100000000.0,100000000.0,1,2021-08-16T13:36:03.000Z,2020-10-16T00:00:00.000Z,"[{'name': 'USD', 'price': 7.18190436825079, 'volume24h': 852982.31108958, 'marketCap': 60839324.67038203, 'percentChange1h': 2.57567283, 'percentChange24h': 6.63723874, 'percentChange7d': -1.02742149, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 59.10181462, 'percentChange60d': -7.39111466, 'percentChange90d': -52.27678802, 'fullyDilluttedMarketCap': 718190436.83, 'marketCapByTotalSupply': 718190436.825079, 'dominance': 0.003, 'tvl': 2321220490.7780685, 'turnover': 0.01402025, 'ytdPriceChangePercentage': 0.0}]",False,,
476,4003,Zenon,ZNN,zenon,['mineable'],477,5,5915217.2026446,6687353.2025326,,1,2021-08-16T13:36:07.000Z,2019-06-12T00:00:00.000Z,"[{'name': 'USD', 'price': 10.25001061572408, 'volume24h': 713030.23573627, 'marketCap': 60631039.121420845, 'percentChange1h': -0.94568125, 'percentChange24h': 5.26692748, 'percentChange7d': 27.33372367, 'lastUpdated': '2021-08-16T13:36:07.000Z', 'percentChange30d': 39.65701204, 'percentChange60d': 3.81192901, 'percentChange90d': -33.45851735, 'fullyDilluttedMarketCap': 68545441.32, 'marketCapByTotalSupply': 68545441.31705557, 'dominance': 0.003, 'turnover': 0.01176015, 'ytdPriceChangePercentage': 237.4721}]",False,,
477,8495,Everest,ID,everest,[],478,15,116700000.0,0.0,800000000.0,1,2021-08-16T13:36:04.000Z,2021-02-17T00:00:00.000Z,"[{'name': 'USD', 'price': 0.51880157533175, 'volume24h': 458157.2657019, 'marketCap': 60544143.84121522, 'percentChange1h': -0.24503478, 'percentChange24h': 4.21002511, 'percentChange7d': 17.58725963, 'lastUpdated': '2021-08-16T13:36:04.000Z', 'percentChange30d': 141.92335298, 'percentChange60d': 30.9088362, 'percentChange90d': -3.80201893, 'fullyDilluttedMarketCap': 415041260.27, 'marketCapByTotalSupply': 0.0, 'dominance': 0.003, 'turnover': 0.00756733, 'ytdPriceChangePercentage': 0.0}]",False,,
478,2092,NULS,NULS,nuls,"['mineable', 'platform', 'enterprise-solutions']",479,38,99620739.3123732,111697638.27680597,210000000.0,1,2021-08-16T13:36:02.000Z,2017-10-25T00:00:00.000Z,"[{'name': 'USD', 'price': 0.60833482254393, 'volume24h': 11832021.91834235, 'marketCap': 60602764.771287665, 'percentChange1h': -1.75202939, 'percentChange24h': 3.0671157, 'percentChange7d': 23.8205987, 'lastUpdated': '2021-08-16T13:36:02.000Z', 'percentChange30d': 71.82709982, 'percentChange60d': 20.35569693, 'percentChange90d': -27.6833605, 'fullyDilluttedMarketCap': 127750312.73, 'marketCapByTotalSupply': 67949562.95969684, 'dominance': 0.003, 'turnover': 0.19523898, 'ytdPriceChangePercentage': 188.5308}]",False,,
479,3139,DxChain Token,DX,dxchain-token,"['ai-big-data', 'payments']",480,9,49999999999.686195,100000000000.0,,1,2021-08-16T13:36:03.000Z,2018-08-10T00:00:00.000Z,"[{'name': 'USD', 'price': 0.00119535878158, 'volume24h': 565690.11166359, 'marketCap': 59767939.07862489, 'percentChange1h': 0.18977349, 'percentChange24h': 0.02688889, 'percentChange7d': -5.22337294, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 15.63647125, 'percentChange60d': -11.6924036, 'percentChange90d': -31.54022574, 'fullyDilluttedMarketCap': 119535878.16, 'marketCapByTotalSupply': 119535878.158, 'dominance': 0.0029, 'turnover': 0.00946478, 'ytdPriceChangePercentage': -29.066}]",False,,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x973e52691176d36453868D9d86572788d27041A9'}"
480,7320,Neutrino Token,NSBT,neutrino-system-base-token,[],481,6,2161138.821317,2161138.821317,2835689.0,1,2021-08-16T13:36:03.000Z,2020-10-06T00:00:00.000Z,"[{'name': 'USD', 'price': 27.61022485507541, 'volume24h': 111843.66312398, 'marketCap': 59669528.799595006, 'percentChange1h': 0.64041568, 'percentChange24h': -2.74356665, 'percentChange7d': 11.45928105, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 25.18319734, 'percentChange60d': -11.06444901, 'percentChange90d': -33.38569986, 'fullyDilluttedMarketCap': 78294010.91, 'marketCapByTotalSupply': 59669528.799595006, 'dominance': 0.0029, 'turnover': 0.00187438, 'ytdPriceChangePercentage': 359.1646}]",False,,
481,8258,CUDOS,CUDOS,cudos,['exnetwork-capital-portfolio'],482,9,1599396256.8146675,10000000000.0,10000000000.0,1,2021-08-16T13:36:03.000Z,2021-01-13T00:00:00.000Z,"[{'name': 'USD', 'price': 0.03640036763153, 'volume24h': 1500036.28909439, 'marketCap': 58218611.73654687, 'percentChange1h': -5.34074945, 'percentChange24h': 5.27501015, 'percentChange7d': 24.29788713, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 78.5671151, 'percentChange60d': 0.63294494, 'percentChange90d': -16.50443927, 'fullyDilluttedMarketCap': 364003676.32, 'marketCapByTotalSupply': 364003676.3153, 'dominance': 0.0029, 'turnover': 0.02576558, 'ytdPriceChangePercentage': 0.0}]",True,"[{'coinId': '8258', 'auditor': 'CertiK', 'auditStatus': 2, 'score': 'N/A', 'auditTime': '2021-05-01T00:00:00.000Z', 'reportUrl': 'https://cmc.certik-skynet.com/redirect?project=cudoventures'}]",
482,6216,AXEL,AXEL,axel,['filesharing'],483,3,279425578.0006794,767095580.0,1000000000.0,1,2021-08-16T13:36:03.000Z,2020-08-05T00:00:00.000Z,"[{'name': 'USD', 'price': 0.20590366000458, 'volume24h': 241171.47426545, 'marketCap': 57534749.20923514, 'percentChange1h': -0.70075485, 'percentChange24h': 2.22670791, 'percentChange7d': -1.30555881, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 27.98965956, 'percentChange60d': 8.50186514, 'percentChange90d': -8.39390465, 'fullyDilluttedMarketCap': 205903660.0, 'marketCapByTotalSupply': 157947787.4953361, 'dominance': 0.0028, 'turnover': 0.00419175, 'ytdPriceChangePercentage': -23.4403}]",False,,
483,5049,VerusCoin,VRSC,veruscoin,"['hybrid-pow-pos', 'defi', 'privacy', 'zero-knowledge-proofs', 'identity', 'interoperability', 'scaling', 'staking', 'amm']",484,9,63779328.80551261,63779328.80551261,83540184.0,1,2021-08-16T13:35:07.000Z,2020-06-12T00:00:00.000Z,"[{'name': 'USD', 'price': 0.89038221150622, 'volume24h': 30879.6016803, 'marketCap': 56787979.83023468, 'percentChange1h': 7.01056336, 'percentChange24h': 13.10077741, 'percentChange7d': 23.25640849, 'lastUpdated': '2021-08-16T13:35:07.000Z', 'percentChange30d': 38.9366362, 'percentChange60d': -17.75308209, 'percentChange90d': -50.78456717, 'fullyDilluttedMarketCap': 74382693.78, 'marketCapByTotalSupply': 56787979.83023468, 'dominance': 0.0028, 'turnover': 0.00054377, 'ytdPriceChangePercentage': 174.4907}]",False,,
484,1169,PIVX,PIVX,pivx,"['pos', 'medium-of-exchange', 'store-of-value', 'privacy', 'zero-knowledge-proofs', 'masternodes', 'staking', 'dao']",485,17,66777080.84387677,66777080.84387677,,1,2021-08-16T13:36:03.000Z,2016-02-13T00:00:00.000Z,"[{'name': 'USD', 'price': 0.8503023645477, 'volume24h': 330852.50220553, 'marketCap': 56780709.73914134, 'percentChange1h': -0.50730108, 'percentChange24h': 1.99906919, 'percentChange7d': 13.13309123, 'lastUpdated': '2021-08-16T13:36:03.000Z', 'percentChange30d': 76.10511526, 'percentChange60d': 16.41046209, 'percentChange90d': -40.64842725, 'fullyDilluttedMarketCap': 56780709.74, 'marketCapByTotalSupply': 56780709.73914134, 'dominance': 0.0028, 'turnover': 0.00582685, 'ytdPriceChangePercentage': 167.8908}]",False,,
